Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18
a9bc18c52e6a7158acec96fa9daf137e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e084dff54227344510a3ed7ba118402c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d517f34ec9fa33253e2dec924e339519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff751995a38f15064ab0f82eda0a6e06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
05b83d77897e089932115a20196f49f0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47a44351b13e634a713d4126f40f130e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7cca25166736cae0866026768f87b87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3c23ec8db68fdc92cd999c02dce74c87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
b6729ec159850794e27ce8f0b69fdc62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2c46ef4a2bf5874f0a8ad60d3ebd170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbed602bac15d115cc3b9224a6ee703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ff417101b869bf9f84141b18b9c47b87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62d96e1e76d98be7a34e6b34ccf09e6b,0,0,0,0,0,6,0,0,0,0,63,0,0,0,0,0,0,0
357e319ff149080cbb0f7737e8b58da2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
a766b56af248e1843c43c4bb9dd98be7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
9e50118d35e60f39e6e2b32e02de7cf5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26f0f22b64a7ce964cdc31e0c8773ff4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966f1c5adacdd170176fc6efcbbe92fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
aac67f8e6d888f65bb81a851e9c3329e,0,6,4,12,11,0,0,0,0,5,0,14,0,0,17,0,0,0
a3c79ea72b26da6e80a2cd33a64237b6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,9,3,0,0
66a57111ab3350e535b85166e83d13bf,0,0,0,0,0,0,0,30,14,8,22,0,0,0,5,0,0,0
791d743aa40d70b16253da4549cb7436,0,0,0,0,0,0,0,9,0,3,12,0,4,0,0,0,0,0
b88f6308abd4187b84821f80125bf96c,0,0,0,0,0,0,0,0,0,0,23,0,16,1,0,0,0,0
666e77fe5550e1764e0c94b401959c88,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
23cd783b1e3c08146bfc51c81a7bf2c4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
a5aac626f4e7a26145551839b38157d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
05391bd071e9ee93fc03200c72ad74a6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
b427950d1613be89c752a00ce793a1a6,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0
95a7a0aeeeb9d7aefbf4161625f4ceb2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
52efbe26a868af9d36964a79aa21be12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9506b2ad00d12e55dfca850254c1d1a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3a49acdece17deb906f087cc820552f6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06ad3650b45fa7adbb08b92298ef0a04,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ae571d12d44941bc9ca2783474d5e0e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
5f6904a2a851efad9335473dc9c6bdf1,21,130,74,0,0,20,13,0,0,6,0,72,0,1,0,0,76,12
80ae9b685c7692d607ae0acd6fc00f16,0,22,9,0,0,0,7,1,0,1,0,10,0,0,0,0,4,0
ba4e9da18db45cf9a112345457241d5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4c6c5fe66e6e2383e17e2c994deceb8e,309,273,66,126,311,424,21,60,377,240,298,185,170,508,239,53,8,59
ff7e6f36a16b8c78610a48a951447f1a,0,0,2,0,0,0,275,0,0,160,0,2,1,0,0,0,0,0
afb279b2e9c26787bf634785049eb1d4,0,19,0,37,1,0,22,20,18,0,18,20,15,0,11,85,41,26
296099c9c1b80a5e1ea9a68a5b36ef8a,74,0,7,0,0,0,8,17,0,0,0,14,19,65,0,0,0,42
21c8dc5f843c8f2f4a9e2d6f37ac99ef,0,36,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe2c24e6c44bc76ced7e387afaa221ce,0,3,0,2,0,0,28,0,10,8,1,8,0,0,0,0,22,11
b6cada341d91b5100befd850ce86f4d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,3
e983937a70ae86d32f44406852be357a,0,0,4,0,0,0,19,25,5,1,0,11,0,0,14,0,0,0
394c262685f9f8ad98a4570bd790c433,8,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,14,0
da44641ca861726069a3c0fcf1347db8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,17,0
3c4e9d8ca9934fe468efb0c6e7b47663,0,0,0,0,0,0,0,0,2,5,16,0,0,3,0,0,0,0
fc95c5fee5dbcdd3fa4fdae026397e39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
bf043c25bf62c76d3fabd7187f0ef2c4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
f2c49658e1779e2fed2feb4b2e866cf0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15
34ca472ac51d8f8cb31ee37ed1ba312a,0,0,2,0,0,0,0,4,0,4,0,10,0,0,0,0,0,0
e2dca6790b89d98399551d39a52dada1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75e790066bcad436f2a49b33602851e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
e11571127856600028f21fdc1d54c310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
81e7c5b66bc4ac9687411b5a8384e30d,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0
308f221e68e41a5022a4cd0ed14acd74,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
5f19133db67bb40696796075186b5f63,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0,0,0
b23732a3069b1a186b238be20f17a795,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0af9cf92b3a8c7974576fdfcc2fce5a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
45eb4751a245998cae058c49e45690a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
8eb81c346c2f664e9bff275d9c28c6ec,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ff4754aafbc108a5fd7bf91ae5a10f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
69620c732a6b04b91e3d5fab3f228356,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958550ffa5552eb3305e89d7c2b706be,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
028037e4eb136f491649c6d6f9f1f5fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
ae267ba5b90001cd33fd0d68b5ea62ce,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ca4166f7c414ccc44f9da8d4902213b4,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0
508d7bb755c17ae1b42ec3cf9a0a3356,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
d1d0cddb31c67128cd33ac0f36f2dc22,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1b64f3125f3bb9fbab4528b5da623dd8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ad0d12fefaf703c340d94f022d527a73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
63e7d31741526bc81880f593758401ac,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
02ac5030b7e26c363ed01053afeb0193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1b865a0f879ad437023c5c4aced162f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
bfea2b6d74f6f7c4e2961cbdc7945f60,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
d3ec78772cb78fd49528ec819d5b36a0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ef507551258191005abfed479f89ea14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
884fb14788c77368542a53625fb7728d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a0301564c352f86f4ef7b2e7517f6c4e,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
b4a1eb49b85444586cc3ee03c587fa38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9ddf2af0b83481cd3ed4179e3af87797,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
3d162214f91e0f94fcb6382abecc25f1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
e00c841d29fe2c67caf15c4b19bf71b1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cec8854331eebfdf5c6879a82f11a7b,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
f97ec7b54040fd9c2d5437bec0577494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
b53a817ed781c7929373f32a5481d981,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
b7e01f51b6e0f1705f4581ff6d0be9a7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
279c3a3b3e586022359a8bbcf2b14489,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
c3beefe046766b70273cdd3686f30519,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5a73b3fac517d95c817354540d687e2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
53b207b63d79c32d69fa5d13d36c69ae,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
46ae895138deb92e672f78d31ec2e7b4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
8cad76460b6d15aa3dc2cd63d1569119,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20ce33c58218917c6b673d2635488edb,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
e91da26a6d251171e5fa8acceb7a87b2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ccf2dcfba1280d2b91fb9142ac5082d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5576e787d35e02feb154cc95a945cf5b,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
02a4db0245b61cea8d33db97e3432702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
bba3a70b66dbd2d581356352f92dc69d,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
3e9094e5e78b8760cdbf0a2645e5b081,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3b04f2cb5aaba3bb2e3caed3ef8cd1d8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b90b651033b861eb98abfcef9c844fa2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15a74b7f4079f1fb95dd1760e78b21d4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3b362c188c688f679569a59a51e94f58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5fe66ab132187e0b562b594b845ff224,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3ea453d2142b42b58516b53d408ef00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20be4eb1f89d93418a0eee4740d9d99f,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
d72f908103d826580fba9ab6fe49beba,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71651ebbaf3a7a95b18dc8a3e8af85ad,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3f2d4d0c4e4e973a568623ee3c66defb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
4ccf96bec8d0eda3937becbccb323f78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4bec8cd9d79399ff3ce854c595bdb9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1f41595af2d0ccae4bdcbda610407a72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5bee04dababe24f5a120d3f2ae2b42f,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
fc3ec046e4c5686f51605005a74d6fdd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48aacadaeed4babd6b101f2ec767de40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0cfeb0a088956dca8c16eecfd6b0b4c5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9724af84c4ad70c4202ecdcea4faa13f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ae02e8c94946d3ee244fcd67bdee0c3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
b59f9134a12b192dcff12e9c935b1e22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65e03b0b785b17b3f007a8c9f6f58adb,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
c28d070eee03eea7d53d2fb9757dc480,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
36562131c41e453c64afd0680dd28b0a,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2a43fdef258431a0aa5c1f5987ce83c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
3050ad201110a35a909b864ed7713065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e962f13a9c08c4ed58ebbe42badfcac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
99838af582a46abc20ed3bdedfe3c37e,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
d7177e693f71b33f8bed048f10243a9c,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
df1ba1c23723114b171949a2e8c2b028,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521cbe219c527713a0b3e860311e50ca,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
d744a8d7deb3350773cf62cfa9ea3c38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ae68c0aeb7523b9e164eb25fa6a6499e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7ab66f43968d33da98956e24787dea2e,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
96e0d298db47cbb31231c36d38938e80,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2f921475d1bfbacfb364c9b5b33bdd74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3d15bfb8a7712baa91b337946f8e36e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
95487a31a1e88c905d9cc418ede42d81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d00f19ff60d9be7ab82abc927d2afae3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7882c856b1ff084a45605b946f9f169b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
6ded4272953073180aac888874c11033,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2e1b8d5ad12f3483a60237fd39ab2cce,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
239a4c07747fa451f0b5d12e074ee42d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
e560e8105af06ea49d7508058586d5c8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
98dc307b2a0f8bc7884f993b1a7d6ee8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48e523a7311125893bbb4070ee346ef4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855b6549853a7d77f73701e531eb8cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9efea413813b0c0bc72472a79e3373d9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4b1ef2e89b18699bb2199727b54910b9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
8d988db5a3e9e88e7829853c2b1e8dfd,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
77e4222622c06b2a08128e35d5ed5a34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6adcdc499e7d57728d9e22df4f7486c3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
cdafcb464cc7bb8ad47b87c6042a4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5210accb1b2d55440c5ba2827e25aef7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e0206f6a65e59b66953d09713062f2a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a91285f0378675d95b41464fe532c222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1918ab66cd26433a9c82a522f05c37bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114695ead36f94d5ab75046a12eb1387,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9eab9f57b9c7626ea59c3a3b463bf721,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
d2ecda4ed8af22f9ea1ffd0285e0c26f,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
b681900f77d68c73833889ba201413d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8ee0c8468a5db2cdb85903fc3246063a,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bfbd406d65d36d89620023af9637115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0ec35430ed5b844f171c38ebb5a3cc32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1aee5a8c83ff5934341a8fbc6eeb113d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c311e4f1f0e69e42343f200bcaf1bbe0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fa8ff44251d5df3b22bbf2f90f29744c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
855608341ff5fb0096b56da3cc6bae93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
845e6fdf2106cdb7edb0d9a83f5d0e6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a1b403b34fda07cddbb539dc73fb8c8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
130618937ca7418b5fd2de52161a37d9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
d8149e253132436a53e69672e0e1c39a,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
c5d7eaa304734f07c4ed8308e3311cee,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50de9d7710fd03de7285118ea85d4660,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
096ccadb7ecb54b0ebac31ffab920170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6ba51a92a3811cab716d86b6f4959b3b,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
69d149cf90470b303688aa1ba13499f4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffd1b15afae03fe66b6854d8926b727a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
422a4683dfe77ce2998cba366db40374,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
97bee7fef13955173ff7094720d9ad20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d15803b84366016aa3c3164e35d8b09c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35d1e585f48876c12d7b517be5b3ee5c,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8baeac98c8d1f97b5be0a61c64dde262,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
73dd0124c666ddfa06b127547ff29171,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
9f38adff9c58ed9af8bcab6f6db06213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cba50d5c6d4194b2d1dc746ceb930555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31d53550dff6147ada56396ef6888973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
912b3cac8e18fd890b5b890abe6d674a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a86e2065b2f7de39860f2f09d05117c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81a753768087bdd7ec5cf9bd7b1eec6e,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676790d4005c1c780b7314d2ad6a3614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
f715b37824521038389c24128cbf6170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb3eaa24431c5e90bcd353d9d24ec41e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40a40e6e1c45bf5b5681ddf68a8871b6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348f2599b8707a7e542b29b0746575b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
994fb725c185772ca0effd9b1aff5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34866c8be6597b3b48dde29c922dc0ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474ebc688be95578a455ea12b4bcd9f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c318d85409a26ce19d7f2f280a823b49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
520e4682f4db47c25601299ea554d738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
a4dc4b935c2854ba33a7668e4456d257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
563df0acb5cb89247746141eb2af6163,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32ddecb5922014885ee10577f234b10a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5ee5c4d6e51b3a3e9f160e47b4cef103,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
c7d3aa12e134941c50069418559089ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
d6574daa12aa38384d5253fff618cef0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
07285d7ec2d101ede832064be2dbd0cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3d5c9b2dde8a2086d493a2566150bacd,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
de94655b89e25ab9a3fa0e7e8e42ecb7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
65546cb113fc9c92c9a9865ddce3d16c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1d0bcd6f143819ef963ce8ba30015323,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec7f9501b0d35a4c6d60697a32e6e358,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0b721188e4dc3a743e532a00a53474f0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0f38fedcf9cb37753205dc2a3c6bec3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc4058e01075cc5166f6aa519223c711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0829735df9aaf8ede99c006194090168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dce10dcf0859e9f9966b30f716661240,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59950e4bfbc840a93a2db94adcab415d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84ad87eff4d37bc9d67e9ed604051600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
08858c11ec4b09a21ac454016116029f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
93717d96c7fb440c09d99e0d17111d4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3cd3e712fc69296fb9a94fe22c774387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329437e2b0c8330175dce7bf2a8f90dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12628228d6bbf63260a51879545dcc16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
943865098ce43b1c23bb8c1ff514c287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02e64f860a72f8ffd31ce5a9cb53839d,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30b2b7a82b5367d05066a29833991763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9baf2792b0fcbc15152c166fdfb8e0b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22e81b7a6253422e86d483bf4f143c3e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e9a6aded936f03ad15682337621edb12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b1310d77f7627e3b80f8d74c0f25c38,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
91f3e94ee7c25944d654d4a6210f40e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ad3d560fbaa6e2295c4972d9bda1247e,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
cf2e402c4960ca46a96cba2bed70b601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7d76d0fae8ce24ac0da1aa474f336d23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699f280999c3ac7d3cd235db02ef8119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0e047aac5d90b587b22d0d7649e201f,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
b79958f225a2859557d20f935d561143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92bb265e0bd7684ecba92cf22c7c803c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
