Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18
5b19e10bb0b2d783f6fe0ce6a5d83483,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
53c00b9e4ed51bb13290aa66fd6847f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6c69b807d406caf61e145d8a78364a96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7712b47e27df099bea5bc872289d2417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788221e2082ac79bb36b391f83c42bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6d8234412d953ccebf7f58ea009430d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aeb8467263110831a418463d4073a3a3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7e17fce3107735d54140bfd9a8218de9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8c188f353ea626cee60561ce978da0c1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe6373ca161be17efebfd6618a1dd0c9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f2d088861a10392983181bee084e8a6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39b018735a4380b4c8d7dbfeba29193d,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1dd7c118f64d96487ab9fa8b1adb3c50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bf5c91c5a8897ca7ef96b7da563498ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
f5a01df0eeb1a5e5d36e985c8b78e684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39ab7516c5f70ed422e77b64ae895127,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
70c06f0c15bc2a352f9f69a16118b970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0e509540f2cda9cfd84e2df9bc85c418,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20df14c14454c764fe2be4aab48c5731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345a8e0a94157b52d9a92743bd5fce25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d69e28fc8022af952997c1278e47cec7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c20603b608cebc83c64f31696ad3daaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
e7abca5355b05def583b96e015c20918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2a386cdb7add0f19416ff13ceeb4b445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b443e540745b25618aa3c7c07e247fb4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f2a1d7223c6b1cce9984097f3a3a8929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c927a0840136471f0461c1ed8bc6e74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9b14aae3957e72cb3855a127adf5ec6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3c3f9c95dfbbd92bc625bc2c5e916261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2499730fa6adb7082079df4238ce282e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe91fb5184f0e9776633e74db1a1e6bc,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
04f142d7217073d77f1c4718a19f83c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370d7326efabeed17b375628e998809a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c201437dfeca463507feb64c1fc6df2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4d2c082bb831c47d1e00558322e1071,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e046fd7361e1872f3967d04f4996d780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911e04facac30c13aa1b73ec67a6467c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12dd769a52950f69194845189da0b6d0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a23e8db7a6e940a4b848eaa9f8eea820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5c0a0c8fdc7c9ed571d2332b08b10d5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9ba45bfa4913930c86ddcbe89c9a158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f6c7aff68ab433cecfd261e07d960ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73f0e17c0a04793b7162f7d4fc9f94f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b378b18e61b33f8e938603648540ac34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226bb76f3ad4874b88400ff84f09c9c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
de2e86d302c7316d0f5bc210589ee0e7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18984edfe7ca7871184c7c2d1b6c31f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a48d3046cd017de46b74f9a3ab643138,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
43e817dbdd2d76efd3dd5062e4872629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275b01c68c81d0e97a919b0ec77d3e43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25e9202194708a04804eaebe333d1e22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1e7f2166a1bb3a6ed6e7c7ea31c8ed23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c14b66722f569abbba2177cdef668686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ba8ee78f4bd68dc60931bf29d00bbca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0108eba451f1e8f8fb6d5d19d92970db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4f6106369d7a17314cb3a392384474e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5acd1562bbf7c825b2dfd98c5ac9f641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
533b956530b701a105afe55de4e9d7a6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
a22fe50d9a03e05e405c8a2a274952a8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08235abca6c6efc1546c3853aa488f47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27beb66524e3313fbf2419ce536dc70e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
e2b0f177c2d9e93864552fd03ec0204a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436a6c9e2f821ce7eded65c65f6271e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7abe3e4b5489fcb61adf9790eee6d44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8248ee6ed9a46528634f743cd08d0fe5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
09cc8ddc70e97fb18b8ea71c2987e820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67e7d6c629f1202da09bc291a707ff1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3c8a9f22b0fee9dc7263d6f50957f82b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bcd90f539383f622c9a7058d857d5a37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
543bb2e6ed434352e738122a78f69236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15e39b8c8ff629a8faf39b4fdc4f33d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6747c53b1d034a63a23464d5f8b884da,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7faf0339fdccc760a6fa65fc465fe98b,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26d8a20022fba44559f59ba364c90ebd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35cb8a6700e73b0b9cbe3d6124f9a85c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3f29f0af9ade2eeaf492f43b412e677e,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90c64c71e5df0e09b802ad6ddd6e8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
89e63dd02f1b9c10185f990617816d99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1f59b61870ebe7ac95ea69fae6c7912f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aa479be22f3fea3b2e6627982c82e4e9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
85e8d546abd7641acc9f50246afd747b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d180262876e319397c3b9102a211a6b,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
216c1b03e9432e9b717a1c774d6f12c1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
620d187a4d63ec847d5afabe8266a053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c011ad93ba9a601770b7c313cf23d23b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24b228a3506640bf41ade5553216a7c2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4232d464771f1df5b24690159777037c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52f0a4c6fd82db40df75407991f0923e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4d0336ac56197f1970057b04fb946c5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
87f78d7103484473e37b30cc05c1fec2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aaa007ba68e97be1b6fc42284040bd39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
d06f7d6fb319d2a76248d35d1a707852,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ff67eb0dd203f9decbf43f742021e7a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590bc5fa4439a6af9b23c526504ba85a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11ab22f07c37074bc1dd7e0d29d1779a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f9af29055d3937e85bff8a4659967eb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f3ee63c4fbb54d2a2561dc1deb8587a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345b3de48727a2ca6ebd97ce69b9fca9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56b678634f8c4ef93dbdf37c0267647e,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
008caa8ae45d246635e9e7006a323f1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e56ed322f5e20cf9e0eb56fa0f854a1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
d61d18ad724286aa64bbe9d80c80590a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43517bccae1a343e0169c165dff15fa3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c2844e0023f57d6eb3ec30e29e5f2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f20dc7c99cfafe87dfe1529ec6448492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
648989663219fda69c2f20aaa1e25af2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d11553a0f6a315aba2a7c8a9c917fe8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
660a78d55ee54b64284ebbfd34be9df0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ad5e92039a96bdaba51b36492e3bb96e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d1ec59320f3b6b510fc39defba137a28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d298ae395dbf15186ca00e9bbcc09b58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79467c8b9e466e01bddff3e282cc03e1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8c1d4f3fc14e6a3475e6851fbe941d52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58daad6f9e72d4477f8ab1c6c58fb02e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2cd526e0c88cec8fee980e8c846f53e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58802402f0d09ed1a752418dd70271ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c63634cdc98d5bb340a9aa9eabd49268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fa933106b5835d7bfc23faecb0a704c4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56c8cd061bc8ad944d7c7d85d65fd388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdb46f41666b26b0cab920f35b8a8b06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8b10b595fa7d1370bd18ec90d4264c9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b48fa027c13fd4481974e4fc136b8cde,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
729695d34af98dba897dc29444ed17ed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a5442c5b106971f22228776d13b7b5be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8376e6ef7937814e4f0b82c3cec1eaa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae3b0e1bef2967abd5353979fd6c286f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d22eaa2512715207e3ad38d9087aad4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a69cab0b4c4dbcb590ee81a96fac41e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebb98a57c2ea4c674f4ae15b4d33dd5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ffefdd8230bab31cfb149f57f018bab7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e47f56c78774fb1e2dda28fc1d11535d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb571cbd49a7e26b4b46b032186365b4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8ffc09e1189c1609db16577c59743d37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c64877bf63a67aebbeb4ef3006a29f92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83b417cdaacbd33c8117b4fd695728c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8e340bd3cbdaf7dba3abe6b71678647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72162827c2e5367783d2c1e1e818131b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d71db9d69a925e597dc743d343fa905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
f6d37889f654e88607b2ffed620920b7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c410cf2a1e78bab7a5db123ce7c34d32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
048b70751211b070950111a29ce91b9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21a2649bae53fb09884291e41f0f1535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d5684851bc6a51a4b02f65a3da32f395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c48798b3b34667e960e4132424828c6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5f88597824a4473c5b129476b223aa2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ead82a18d5574993bb1d7aeb2ac00662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eef6ec482970e17da3b4a19a37ddce19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16cd7707257b66f6d34adadab8ec7faf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6c68611bd8f16707605d3e998da7c03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17142bfb81843cecbc52d5d3b844bc36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af29515877ba86e8e36956a85e4860d6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
